0.000005,0.000005,0.000005,0.99998,0.000005
0.08255,0.917434,0.000005,0.000005,0.000005
0.000005,0.324905,0.571087,0.103998,0.000005
0.350463,0.112619,0.485165,0.000005,0.051748
0.000005,0.013099,0.000005,0.000005,0.986886
0.065468,0.793714,0.000005,0.000005,0.140808
0.000005,0.000005,0.000005,0.99998,0.000005
0.206029,0.608396,0.185565,0.000005,0.000005
0.000005,0.134777,0.710522,0.000005,0.154691
0.000005,0.582182,0.330841,0.000005,0.086967
0.000005,0.304988,0.351199,0.000005,0.343803
0.000005,0.000005,0.000005,0.999979,0.000005
0.000005,0.000005,0.000005,0.99998,0.000005
0.000005,0.791478,0.208505,0.000005,0.000005
0.000005,0.28278,0.403204,0.000005,0.314006
0.000005,0.714138,0.285847,0.000005,0.000005
0.081183,0.918795,0.000007,0.000007,0.000007
0.000006,0.999977,0.000006,0.000006,0.000006
0.000005,0.958008,0.041976,0.000005,0.000005
0.000005,0.287674,0.625424,0.000005,0.086892
0.066961,0.881554,0.000005,0.000005,0.051475
0.000005,0.672849,0.327137,0.000005,0.000005
0.018196,0.981788,0.000005,0.000005,0.000005
0.092113,0.880935,0.000005,0.000005,0.026942
0.137848,0.859901,0.000005,0.000005,0.00224
0.229196,0.512317,0.14152,0.116961,0.000005
0.036389,0.747542,0.216058,0.000006,0.000006
0.000005,0.431835,0.56815,0.000005,0.000005
0.000005,0.99998,0.000005,0.000005,0.000005
0.000005,0.552252,0.447733,0.000005,0.000005
0.000005,0.150517,0.08742,0.001796,0.760262
0.000006,0.239138,0.287163,0.000006,0.473688
0.000005,0.999978,0.000005,0.000005,0.000005
0.000005,0.3051,0.380286,0.000005,0.314604
0.113228,0.687719,0.125351,0.000005,0.073698
0.000006,0.311215,0.441068,0.000006,0.247706
0.00001,0.030035,0.709813,0.00001,0.260131
0.000006,0.271835,0.314797,0.000006,0.413355
0.12847,0.313996,0.079805,0.45252,0.02521
0.128645,0.305865,0.066161,0.467456,0.031872
0.119647,0.880338,0.000005,0.000005,0.000005
0.22455,0.695879,0.000005,0.000005,0.079561
0.164704,0.267656,0.000005,0.000005,0.56763
0.316264,0.590269,0.000005,0.000005,0.093457
0.043804,0.8399,0.097908,0.000005,0.018383
0.000005,0.596853,0.265903,0.000005,0.137234
0.000005,0.99998,0.000005,0.000005,0.000005
0.000005,0.000005,0.000005,0.000005,0.99998
0.000005,0.514622,0.485363,0.000005,0.000005
0.000005,0.417597,0.582388,0.000005,0.000005
0.000005,0.540844,0.459141,0.000005,0.000005
0.000005,0.49653,0.503455,0.000005,0.000005
0.000005,0.927237,0.072748,0.000005,0.000005
0.000007,0.000007,0.999973,0.000007,0.000007
0.000005,0.000005,0.987896,0.000005,0.012089
0.000005,0.000005,0.999981,0.000005,0.000005
0.000005,0.000005,0.99998,0.000005,0.000005
0.000005,0.000005,0.99998,0.000005,0.000005
0.000008,0.000008,0.99997,0.000008,0.000008
0.053779,0.000005,0.05752,0.000005,0.888691
0.050444,0.000005,0.043893,0.000005,0.905653
0.046171,0.000005,0.026826,0.000005,0.926994
0.000005,0.000005,0.000005,0.000005,0.99998
0.044743,0.000005,0.025939,0.000005,0.929308
0.000005,0.000005,0.203002,0.000005,0.796983
0.000005,0.000005,0.170565,0.000005,0.82942
0.000005,0.000005,0.000005,0.000005,0.999978
0.089327,0.000005,0.162699,0.000005,0.747964
0.000005,0.000005,0.191841,0.000005,0.808144
0.000005,0.000005,0.000005,0.000005,0.999979
0.000005,0.210866,0.000005,0.000005,0.789119
0.000005,0.281335,0.470884,0.000005,0.24777
0.000005,0.273618,0.544658,0.000005,0.181715
0.000005,0.317733,0.274222,0.000005,0.408035
0.000005,0.206585,0.520662,0.000005,0.272743
0.000009,0.143139,0.856835,0.000009,0.000009
0.000005,0.99998,0.000005,0.000005,0.000005
0.000005,0.339903,0.344806,0.000005,0.31528
0.000005,0.436974,0.3637,0.000005,0.199316
0.000005,0.48299,0.516994,0.000005,0.000005
0.000005,0.045609,0.462318,0.000005,0.492064
0.000005,0.387054,0.345632,0.000005,0.267305
0.000005,0.748354,0.251631,0.000005,0.000005
0.000005,0.708652,0.291333,0.000005,0.000005
0.000005,0.000005,0.000005,0.000005,0.999981
0.000005,0.189676,0.594866,0.000005,0.215448
0.000005,0.077554,0.901691,0.000005,0.020745
0.000005,0.000005,0.000005,0.000005,0.999981
0.000005,0.366127,0.345855,0.000005,0.288007
0.000005,0.213964,0.672254,0.000005,0.113773
0.000005,0.377641,0.368692,0.000005,0.253657
0.000005,0.446963,0.553023,0.000005,0.000005
0.000005,0.000005,0.000005,0.99998,0.000005
0.000009,0.191699,0.808274,0.000009,0.000009
0.038445,0.074585,0.886959,0.000005,0.000005
0.000005,0.246864,0.753121,0.000005,0.000005
0.000005,0.000296,0.530402,0.469292,0.000005
0.000005,0.000005,0.000005,0.000005,0.99998
0.000005,0.000005,0.049551,0.000005,0.950434
0.000005,0.000005,0.721636,0.000005,0.278348
0.000006,0.000006,0.467056,0.000006,0.532925
0.000005,0.000005,0.000005,0.000005,0.99998
0.034667,0.117561,0.000005,0.000005,0.847762
0.000005,0.000005,0.000005,0.999979,0.000005
0.000005,0.081904,0.423211,0.238878,0.256002
0.000005,0.000005,0.000005,0.99998,0.000005
0.000005,0.000005,0.000005,0.99998,0.000005
0.000005,0.000005,0.000005,0.99998,0.000005
0.000005,0.000005,0.105474,0.894511,0.000005
0.000005,0.019959,0.000005,0.000005,0.980026
0.247986,0.278062,0.370817,0.000005,0.10313
0.000005,0.032227,0.780924,0.000005,0.18684
0.000005,0.03819,0.586125,0.000005,0.375675
0.000005,0.000005,0.000005,0.000005,0.99998
0.000005,0.037792,0.000005,0.000005,0.962193
0.000005,0.604462,0.395523,0.000005,0.000005
0.000005,0.012584,0.000005,0.000005,0.987401
0.000006,0.560933,0.43905,0.000006,0.000006
0.000006,0.000006,0.000006,0.000006,0.999978
0.000008,0.000008,0.000008,0.000008,0.999968
0.000005,0.000005,0.000005,0.000005,0.999978
0.331029,0.513406,0.155555,0.000005,0.000005
0.000005,0.115501,0.669911,0.000005,0.214577
0.000005,0.000005,0.99998,0.000005,0.000005
0.000006,0.000006,0.000006,0.000006,0.999975
0.000006,0.098877,0.000006,0.000006,0.901106
0.000005,0.000005,0.000005,0.000005,0.99998
0.000005,0.000005,0.000005,0.000005,0.999981
0.000006,0.044754,0.000006,0.017764,0.93747
0.000007,0.228161,0.266938,0.000007,0.504887
0.000007,0.399503,0.600477,0.000007,0.000007
0.000005,0.000005,0.000005,0.000005,0.999979
0.000005,0.000005,0.000005,0.999979,0.000005
0.000005,0.000005,0.000005,0.99998,0.000005
0.000015,0.000015,0.000015,0.000015,0.999941
0.000005,0.000005,0.000005,0.999979,0.000005
0.000005,0.000005,0.000005,0.99998,0.000005
0.000005,0.078991,0.000005,0.039622,0.881377
0.999981,0.000005,0.000005,0.000005,0.000005
0.438736,0.332339,0.000005,0.060471,0.168448
0.000005,0.000005,0.000005,0.000005,0.99998
0.000007,0.024565,0.000007,0.000007,0.975412
0.000005,0.034642,0.000005,0.000005,0.965343
0.000005,0.000005,0.000005,0.999979,0.000005
0.000005,0.000005,0.000005,0.000005,0.99998
0.000005,0.000005,0.000005,0.000005,0.999979
0.000006,0.000006,0.000006,0.000006,0.999978
0.021702,0.000006,0.000006,0.000006,0.97828
0.000005,0.000005,0.000005,0.000005,0.999981
0.000005,0.000005,0.000005,0.000005,0.999981
0.000005,0.000005,0.000005,0.000005,0.999981
0.000005,0.000005,0.878971,0.000005,0.121014
0.000007,0.000007,0.999971,0.000007,0.000007
0.000007,0.000007,0.999972,0.000007,0.000007
0.000006,0.000006,0.999976,0.000006,0.000006
0.000005,0.000005,0.99998,0.000005,0.000005
0.000005,0.001789,0.998196,0.000005,0.000005
0.000006,0.000006,0.999977,0.000006,0.000006
0.000005,0.000005,0.993615,0.000005,0.006369
0.000006,0.000006,0.999976,0.000006,0.000006
0.000006,0.000006,0.999977,0.000006,0.000006
0.000006,0.000006,0.999975,0.000006,0.000006
0.000005,0.000005,0.999978,0.000005,0.000005
0.000006,0.000006,0.999978,0.000006,0.000006
0.000005,0.000005,0.999981,0.000005,0.000005
0.000005,0.038764,0.96122,0.000005,0.000005
0.000005,0.126394,0.873591,0.000005,0.000005
